zip,city,county_name,state_id,state_name,,lat,lng
601,Adjuntas,Adjuntas,PR,Puerto Rico,,18.18027,-66.75266
602,Aguada,Aguada,PR,Puerto Rico,,18.36075,-67.17541
603,Aguadilla,Aguadilla,PR,Puerto Rico,,18.45744,-67.12225
606,Maricao,Maricao,PR,Puerto Rico,,18.16585,-66.93716
610,Anasco,Añasco,PR,Puerto Rico,,18.2911,-67.12243
611,Angeles,Utuado,PR,Puerto Rico,,18.27698,-66.80688
612,Arecibo,Arecibo,PR,Puerto Rico,,18.41283,-66.7051
616,Bajadero,Arecibo,PR,Puerto Rico,,18.41878,-66.6679
617,Barceloneta,Barceloneta,PR,Puerto Rico,,18.44598,-66.56006
622,Boqueron,Cabo Rojo,PR,Puerto Rico,,17.98892,-67.1566
623,Cabo Rojo,Cabo Rojo,PR,Puerto Rico,,18.08429,-67.15336
624,Penuelas,Peñuelas,PR,Puerto Rico,,18.05905,-66.71932
627,Camuy,Camuy,PR,Puerto Rico,,18.41905,-66.86037
631,Castaner,Lares,PR,Puerto Rico,,18.1852,-66.83169
637,Sabana Grande,Sabana Grande,PR,Puerto Rico,,18.081,-66.94659
638,Ciales,Ciales,PR,Puerto Rico,,18.28462,-66.5137
641,Utuado,Utuado,PR,Puerto Rico,,18.26742,-66.70212
646,Dorado,Dorado,PR,Puerto Rico,,18.43251,-66.28429
647,Ensenada,Guánica,PR,Puerto Rico,,17.96667,-66.94266
650,Florida,Florida,PR,Puerto Rico,,18.34487,-66.58347
652,Garrochales,Arecibo,PR,Puerto Rico,,18.45614,-66.60194
653,Guanica,Guánica,PR,Puerto Rico,,17.99413,-66.90266
656,Guayanilla,Guayanilla,PR,Puerto Rico,,18.04186,-66.79123
659,Hatillo,Hatillo,PR,Puerto Rico,,18.41036,-66.79691
660,Hormigueros,Hormigueros,PR,Puerto Rico,,18.13412,-67.11399
662,Isabela,Isabela,PR,Puerto Rico,,18.46622,-67.01508
664,Jayuya,Jayuya,PR,Puerto Rico,,18.21064,-66.59066
667,Lajas,Lajas,PR,Puerto Rico,,18.01246,-67.0417
669,Lares,Lares,PR,Puerto Rico,,18.27019,-66.86727
670,Las Marias,Las Marías,PR,Puerto Rico,,18.23782,-66.98852
674,Manati,Manatí,PR,Puerto Rico,,18.42229,-66.4891
676,Moca,Moca,PR,Puerto Rico,,18.37897,-67.08098
677,Rincon,Rincón,PR,Puerto Rico,,18.33535,-67.23155
678,Quebradillas,Quebradillas,PR,Puerto Rico,,18.42949,-66.93016
680,Mayaguez,Mayagüez,PR,Puerto Rico,,18.16307,-67.36122
682,Mayaguez,Mayagüez,PR,Puerto Rico,,18.22415,-67.15309
683,San German,San Germán,PR,Puerto Rico,,18.10926,-67.03803
685,San Sebastian,San Sebastián,PR,Puerto Rico,,18.33656,-66.97518
687,Morovis,Morovis,PR,Puerto Rico,,18.31707,-66.42029
688,Sabana Hoyos,Arecibo,PR,Puerto Rico,,18.3807,-66.62496
690,San Antonio,Aguadilla,PR,Puerto Rico,,18.49363,-67.09734
692,Vega Alta,Vega Alta,PR,Puerto Rico,,18.40905,-66.33768
693,Vega Baja,Vega Baja,PR,Puerto Rico,,18.42633,-66.39811
694,Vega Baja,Vega Baja,PR,Puerto Rico,,18.48327,-66.39269
698,Yauco,Yauco,PR,Puerto Rico,,18.07274,-66.85519
703,Aguas Buenas,Aguas Buenas,PR,Puerto Rico,,18.24739,-66.13143
704,Aguirre,Salinas,PR,Puerto Rico,,17.97442,-66.22888
705,Aibonito,Aibonito,PR,Puerto Rico,,18.1294,-66.26653
707,Maunabo,Maunabo,PR,Puerto Rico,,18.01752,-65.92127
714,Arroyo,Arroyo,PR,Puerto Rico,,17.9981,-66.05635
715,Mercedita,Ponce,PR,Puerto Rico,,17.99738,-66.56104
716,Ponce,Ponce,PR,Puerto Rico,,17.99942,-66.59868
717,Ponce,Ponce,PR,Puerto Rico,,18.00272,-66.61146
718,Naguabo,Naguabo,PR,Puerto Rico,,18.23145,-65.76067
719,Naranjito,Naranjito,PR,Puerto Rico,,18.28879,-66.25316
720,Orocovis,Orocovis,PR,Puerto Rico,,18.21559,-66.42421
723,Patillas,Patillas,PR,Puerto Rico,,18.03139,-66.01122
725,Caguas,Caguas,PR,Puerto Rico,,18.22052,-66.03962
727,Caguas,Caguas,PR,Puerto Rico,,18.21142,-66.07374
728,Ponce,Ponce,PR,Puerto Rico,,18.00697,-66.65995
729,Canovanas,Canóvanas,PR,Puerto Rico,,18.33524,-65.88677
730,Ponce,Ponce,PR,Puerto Rico,,18.03256,-66.61384
731,Ponce,Ponce,PR,Puerto Rico,,18.09914,-66.63279
735,Ceiba,Ceiba,PR,Puerto Rico,,18.2525,-65.67534
736,Cayey,Cayey,PR,Puerto Rico,,18.10736,-66.14994
738,Fajardo,Fajardo,PR,Puerto Rico,,18.31793,-65.66793
739,Cidra,Cidra,PR,Puerto Rico,,18.17543,-66.16198
740,Puerto Real,Fajardo,PR,Puerto Rico,,18.33251,-65.63419
741,Punta Santiago,Humacao,PR,Puerto Rico,,18.16569,-65.75506
745,Rio Grande,Río Grande,PR,Puerto Rico,,18.3466,-65.81382
751,Salinas,Salinas,PR,Puerto Rico,,18.01205,-66.25871
754,San Lorenzo,San Lorenzo,PR,Puerto Rico,,18.1447,-65.97565
757,Santa Isabel,Santa Isabel,PR,Puerto Rico,,17.9933,-66.39056
765,Vieques,Vieques,PR,Puerto Rico,,18.12365,-65.43013
766,Villalba,Villalba,PR,Puerto Rico,,18.13039,-66.4757
767,Yabucoa,Yabucoa,PR,Puerto Rico,,18.07033,-65.89618
769,Coamo,Coamo,PR,Puerto Rico,,18.09459,-66.3607
771,Las Piedras,Las Piedras,PR,Puerto Rico,,18.18797,-65.86916
772,Loiza,Loíza,PR,Puerto Rico,,18.43048,-65.90377
773,Luquillo,Luquillo,PR,Puerto Rico,,18.34073,-65.72756
775,Culebra,Culebra,PR,Puerto Rico,,18.31387,-65.28618
777,Juncos,Juncos,PR,Puerto Rico,,18.22365,-65.90904
778,Gurabo,Gurabo,PR,Puerto Rico,,18.26319,-65.97938
780,Coto Laurel,Ponce,PR,Puerto Rico,,18.09998,-66.57032
782,Comerio,Comerío,PR,Puerto Rico,,18.22501,-66.22452
783,Corozal,Corozal,PR,Puerto Rico,,18.30348,-66.32851
784,Guayama,Guayama,PR,Puerto Rico,,18.00558,-66.13651
786,La Plata,Aibonito,PR,Puerto Rico,,18.1357,-66.22881
791,Humacao,Humacao,PR,Puerto Rico,,18.14391,-65.81398
794,Barranquitas,Barranquitas,PR,Puerto Rico,,18.19934,-66.31179
795,Juana Diaz,Juana Díaz,PR,Puerto Rico,,18.05128,-66.49485
802,St Thomas,St. Thomas,VI,Virgin Islands,,18.34349,-64.9287
820,Christiansted,St. Croix,VI,Virgin Islands,,17.7388,-64.70695
830,St John,St. John,VI,Virgin Islands,,18.33857,-64.73802
840,Frederiksted,St. Croix,VI,Virgin Islands,,17.72649,-64.84717
850,Kingshill,St. Croix,VI,Virgin Islands,,17.72763,-64.79122
851,Kingshill,St. Croix,VI,Virgin Islands,,17.74757,-64.78737
901,San Juan,San Juan,PR,Puerto Rico,,18.46478,-66.10277
906,San Juan,San Juan,PR,Puerto Rico,,18.46446,-66.09499
907,San Juan,San Juan,PR,Puerto Rico,,18.45287,-66.08381
909,San Juan,San Juan,PR,Puerto Rico,,18.44131,-66.06866
911,San Juan,San Juan,PR,Puerto Rico,,18.45133,-66.05636
912,San Juan,San Juan,PR,Puerto Rico,,18.44503,-66.05995
913,San Juan,San Juan,PR,Puerto Rico,,18.45024,-66.04275
915,San Juan,San Juan,PR,Puerto Rico,,18.43673,-66.04576
917,San Juan,San Juan,PR,Puerto Rico,,18.4208,-66.04989
918,San Juan,San Juan,PR,Puerto Rico,,18.42139,-66.06774
920,San Juan,San Juan,PR,Puerto Rico,,18.41904,-66.09023
921,San Juan,San Juan,PR,Puerto Rico,,18.39206,-66.0871
923,San Juan,San Juan,PR,Puerto Rico,,18.41146,-66.03715
924,San Juan,San Juan,PR,Puerto Rico,,18.39987,-66.01344
925,San Juan,San Juan,PR,Puerto Rico,,18.40028,-66.05058
926,San Juan,San Juan,PR,Puerto Rico,,18.34691,-66.05434
927,San Juan,San Juan,PR,Puerto Rico,,18.38884,-66.07149
934,Fort Buchanan,Guaynabo,PR,Puerto Rico,,18.41372,-66.11998
949,Toa Baja,Toa Baja,PR,Puerto Rico,,18.43166,-66.21349
950,Toa Baja,Dorado,PR,Puerto Rico,,18.46201,-66.23917
951,Toa Baja,Toa Baja,PR,Puerto Rico,,18.43175,-66.25628
952,Sabana Seca,Toa Baja,PR,Puerto Rico,,18.42874,-66.18897
953,Toa Alta,Toa Alta,PR,Puerto Rico,,18.36319,-66.24764
956,Bayamon,Bayamón,PR,Puerto Rico,,18.32121,-66.17185
957,Bayamon,Bayamón,PR,Puerto Rico,,18.36696,-66.18857
959,Bayamon,Bayamón,PR,Puerto Rico,,18.3852,-66.15583
960,Bayamon,Bayamón,PR,Puerto Rico,,18.41674,-66.14365
961,Bayamon,Bayamón,PR,Puerto Rico,,18.40987,-66.16415
962,Catano,Cataño,PR,Puerto Rico,,18.43514,-66.13949
965,Guaynabo,Guaynabo,PR,Puerto Rico,,18.42853,-66.11175
966,Guaynabo,Guaynabo,PR,Puerto Rico,,18.39784,-66.11394
968,Guaynabo,Guaynabo,PR,Puerto Rico,,18.40609,-66.10123
969,Guaynabo,Guaynabo,PR,Puerto Rico,,18.36696,-66.11
971,Guaynabo,Guaynabo,PR,Puerto Rico,,18.32067,-66.11751
976,Trujillo Alto,Trujillo Alto,PR,Puerto Rico,,18.33903,-65.99286
979,Carolina,Carolina,PR,Puerto Rico,,18.43734,-66.0089
982,Carolina,Carolina,PR,Puerto Rico,,18.40961,-65.99143
983,Carolina,Carolina,PR,Puerto Rico,,18.41788,-65.98104
985,Carolina,Carolina,PR,Puerto Rico,,18.40628,-65.94767
987,Carolina,Carolina,PR,Puerto Rico,,18.34115,-65.94257
1001,Agawam,Hampden,MA,Massachusetts,,42.06262,-72.62521
1002,Amherst,Hampshire,MA,Massachusetts,,42.37633,-72.46462
1003,Amherst,Hampshire,MA,Massachusetts,,42.39135,-72.52327
1005,Barre,Worcester,MA,Massachusetts,,42.42117,-72.10655
1007,Belchertown,Hampshire,MA,Massachusetts,,42.28163,-72.40009
1008,Blandford,Hampden,MA,Massachusetts,,42.18234,-72.95819
1009,Bondsville,Hampden,MA,Massachusetts,,42.21133,-72.34189
1010,Brimfield,Hampden,MA,Massachusetts,,42.12904,-72.20597
1011,Chester,Hampden,MA,Massachusetts,,42.30233,-72.96448
1012,Chesterfield,Hampshire,MA,Massachusetts,,42.38495,-72.84675
1013,Chicopee,Hampden,MA,Massachusetts,,42.16059,-72.60788
1020,Chicopee,Hampden,MA,Massachusetts,,42.17618,-72.56538
1022,Chicopee,Hampden,MA,Massachusetts,,42.19721,-72.54249
1026,Cummington,Hampshire,MA,Massachusetts,,42.46858,-72.92296
1027,Easthampton,Hampshire,MA,Massachusetts,,42.29506,-72.74303
1028,East Longmeadow,Hampden,MA,Massachusetts,,42.05967,-72.49899
1029,East Otis,Berkshire,MA,Massachusetts,,42.19402,-73.05067
1030,Feeding Hills,Hampden,MA,Massachusetts,,42.06869,-72.67967
1031,Gilbertville,Worcester,MA,Massachusetts,,42.32782,-72.19191
1032,Goshen,Hampshire,MA,Massachusetts,,42.45313,-72.81965
1033,Granby,Hampshire,MA,Massachusetts,,42.26082,-72.50361
1034,Granville,Hampden,MA,Massachusetts,,42.0826,-72.95611
1035,Hadley,Hampshire,MA,Massachusetts,,42.35563,-72.5692
1036,Hampden,Hampden,MA,Massachusetts,,42.0638,-72.4157
1037,Hardwick,Worcester,MA,Massachusetts,,42.37063,-72.19466
1038,Hatfield,Hampshire,MA,Massachusetts,,42.38466,-72.60559
1039,Haydenville,Hampshire,MA,Massachusetts,,42.41049,-72.69188
1040,Holyoke,Hampden,MA,Massachusetts,,42.21251,-72.64109
1050,Huntington,Hampshire,MA,Massachusetts,,42.29092,-72.87526
1053,Leeds,Hampshire,MA,Massachusetts,,42.35205,-72.71032
1054,Leverett,Franklin,MA,Massachusetts,,42.47381,-72.48768
1056,Ludlow,Hampden,MA,Massachusetts,,42.19211,-72.45805
1057,Monson,Hampden,MA,Massachusetts,,42.09118,-72.32392
1060,Northampton,Hampshire,MA,Massachusetts,,42.32218,-72.63126
1062,Florence,Hampshire,MA,Massachusetts,,42.32146,-72.69244
1063,Northampton,Hampshire,MA,Massachusetts,,42.31962,-72.63951
1066,North Hatfield,Hampshire,MA,Massachusetts,,42.40742,-72.64032
1068,Oakham,Worcester,MA,Massachusetts,,42.35125,-72.04776
1069,Palmer,Hampden,MA,Massachusetts,,42.18798,-72.30578
1070,Plainfield,Hampshire,MA,Massachusetts,,42.51958,-72.92504
1071,Russell,Hampden,MA,Massachusetts,,42.16029,-72.8598
1072,Shutesbury,Franklin,MA,Massachusetts,,42.46327,-72.41893
1073,Southampton,Hampshire,MA,Massachusetts,,42.23084,-72.73856
1074,South Barre,Worcester,MA,Massachusetts,,42.3837,-72.10021
1075,South Hadley,Hampshire,MA,Massachusetts,,42.25672,-72.57928
1077,Southwick,Hampden,MA,Massachusetts,,42.05441,-72.77851
1079,Thorndike,Hampden,MA,Massachusetts,,42.18508,-72.33406
1080,Three Rivers,Hampden,MA,Massachusetts,,42.18228,-72.36515
1081,Wales,Hampden,MA,Massachusetts,,42.06232,-72.23085
1082,Ware,Hampshire,MA,Massachusetts,,42.29816,-72.27676
1083,Warren,Worcester,MA,Massachusetts,,42.20652,-72.19906
1084,West Chesterfield,Hampshire,MA,Massachusetts,,42.38589,-72.88165
1085,Westfield,Hampden,MA,Massachusetts,,42.15375,-72.76961
1088,West Hatfield,Hampshire,MA,Massachusetts,,42.38981,-72.6465
1089,West Springfield,Hampden,MA,Massachusetts,,42.12532,-72.65025
1092,West Warren,Worcester,MA,Massachusetts,,42.20008,-72.23715
1093,Whately,Franklin,MA,Massachusetts,,42.44335,-72.65099
1094,Wheelwright,Worcester,MA,Massachusetts,,42.36481,-72.13548
1095,Wilbraham,Hampden,MA,Massachusetts,,42.12763,-72.42994
1096,Williamsburg,Hampshire,MA,Massachusetts,,42.40968,-72.77213
1097,Woronoco,Hampden,MA,Massachusetts,,42.17722,-72.83175
1098,Worthington,Hampshire,MA,Massachusetts,,42.39551,-72.94315
1103,Springfield,Hampden,MA,Massachusetts,,42.10443,-72.58997
1104,Springfield,Hampden,MA,Massachusetts,,42.13326,-72.56733
1105,Springfield,Hampden,MA,Massachusetts,,42.09911,-72.57865
1106,Longmeadow,Hampden,MA,Massachusetts,,42.04877,-72.57163
1107,Springfield,Hampden,MA,Massachusetts,,42.12116,-72.60642
1108,Springfield,Hampden,MA,Massachusetts,,42.0814,-72.55866
1109,Springfield,Hampden,MA,Massachusetts,,42.11839,-72.54876
1118,Springfield,Hampden,MA,Massachusetts,,42.09476,-72.5253
1119,Springfield,Hampden,MA,Massachusetts,,42.12452,-72.51126
1128,Springfield,Hampden,MA,Massachusetts,,42.09497,-72.48806
1129,Springfield,Hampden,MA,Massachusetts,,42.1211,-72.4877
1144,Springfield,Hampden,MA,Massachusetts,,42.10189,-72.59091
1151,Indian Orchard,Hampden,MA,Massachusetts,,42.15294,-72.50883
1201,Pittsfield,Berkshire,MA,Massachusetts,,42.45614,-73.28114
1220,Adams,Berkshire,MA,Massachusetts,,42.62686,-73.11873
1222,Ashley Falls,Berkshire,MA,Massachusetts,,42.06242,-73.32146
1223,Becket,Berkshire,MA,Massachusetts,,42.31118,-73.09835
1224,Berkshire,Berkshire,MA,Massachusetts,,42.50622,-73.19841
1225,Cheshire,Berkshire,MA,Massachusetts,,42.56385,-73.1512
1226,Dalton,Berkshire,MA,Massachusetts,,42.47954,-73.15329
1229,Glendale,Berkshire,MA,Massachusetts,,42.29411,-73.35227
1230,Great Barrington,Berkshire,MA,Massachusetts,,42.18197,-73.34244
1235,Hinsdale,Berkshire,MA,Massachusetts,,42.43181,-73.07336
1236,Housatonic,Berkshire,MA,Massachusetts,,42.26923,-73.37999
1237,Lanesborough,Berkshire,MA,Massachusetts,,42.5529,-73.25373
1238,Lee,Berkshire,MA,Massachusetts,,42.30072,-73.22553
1240,Lenox,Berkshire,MA,Massachusetts,,42.37567,-73.26466
1242,Lenox Dale,Berkshire,MA,Massachusetts,,42.3334,-73.24967
1243,Middlefield,Hampshire,MA,Massachusetts,,42.34752,-73.03467
1244,Mill River,Berkshire,MA,Massachusetts,,42.10924,-73.27475
1245,Monterey,Berkshire,MA,Massachusetts,,42.19043,-73.21579
1247,North Adams,Berkshire,MA,Massachusetts,,42.69813,-73.09264
1253,Otis,Berkshire,MA,Massachusetts,,42.20751,-73.1118
1254,Richmond,Berkshire,MA,Massachusetts,,42.37972,-73.36608
1255,Sandisfield,Berkshire,MA,Massachusetts,,42.1068,-73.12213
1256,Savoy,Berkshire,MA,Massachusetts,,42.59627,-73.01958
1257,Sheffield,Berkshire,MA,Massachusetts,,42.0976,-73.37241
1258,South Egremont,Berkshire,MA,Massachusetts,,42.09396,-73.46616
1259,Southfield,Berkshire,MA,Massachusetts,,42.07316,-73.23282
1260,South Lee,Berkshire,MA,Massachusetts,,42.26663,-73.2712
1262,Stockbridge,Berkshire,MA,Massachusetts,,42.30433,-73.32013
1264,Tyringham,Berkshire,MA,Massachusetts,,42.23997,-73.19686
1266,West Stockbridge,Berkshire,MA,Massachusetts,,42.30264,-73.39846
1267,Williamstown,Berkshire,MA,Massachusetts,,42.66593,-73.24209
1270,Windsor,Berkshire,MA,Massachusetts,,42.51297,-73.04859
1301,Greenfield,Franklin,MA,Massachusetts,,42.62375,-72.60379
1330,Ashfield,Franklin,MA,Massachusetts,,42.51772,-72.81556
1331,Athol,Worcester,MA,Massachusetts,,42.56793,-72.18324
1337,Bernardston,Franklin,MA,Massachusetts,,42.69512,-72.57731
1338,Buckland,Franklin,MA,Massachusetts,,42.5814,-72.80309
1339,Charlemont,Franklin,MA,Massachusetts,,42.61099,-72.88846
1340,Colrain,Franklin,MA,Massachusetts,,42.68805,-72.73205
1341,Conway,Franklin,MA,Massachusetts,,42.50734,-72.70221
1342,Deerfield,Franklin,MA,Massachusetts,,42.54384,-72.6058
1343,Drury,Berkshire,MA,Massachusetts,,42.66766,-72.98822
1344,Erving,Franklin,MA,Massachusetts,,42.60756,-72.42916
1346,Heath,Franklin,MA,Massachusetts,,42.6706,-72.81323
1347,Lake Pleasant,Franklin,MA,Massachusetts,,42.56027,-72.51321
1349,Millers Falls,Franklin,MA,Massachusetts,,42.56656,-72.47045
1350,Monroe Bridge,Franklin,MA,Massachusetts,,42.72259,-72.98291
1351,Montague,Franklin,MA,Massachusetts,,42.54162,-72.52069
1354,Gill,Franklin,MA,Massachusetts,,42.63282,-72.51136
1355,New Salem,Franklin,MA,Massachusetts,,42.45101,-72.33141
1360,Northfield,Franklin,MA,Massachusetts,,42.67575,-72.446
1364,Orange,Franklin,MA,Massachusetts,,42.60449,-72.29263
1366,Petersham,Worcester,MA,Massachusetts,,42.48858,-72.18564
1367,Rowe,Franklin,MA,Massachusetts,,42.69674,-72.91387
1368,Royalston,Worcester,MA,Massachusetts,,42.67815,-72.18557
1370,Shelburne Falls,Franklin,MA,Massachusetts,,42.59607,-72.72915
1373,South Deerfield,Franklin,MA,Massachusetts,,42.47292,-72.61516
1375,Sunderland,Franklin,MA,Massachusetts,,42.46475,-72.55489
1376,Turners Falls,Franklin,MA,Massachusetts,,42.59273,-72.54591
1378,Warwick,Franklin,MA,Massachusetts,,42.67711,-72.34057
1379,Wendell,Franklin,MA,Massachusetts,,42.54149,-72.3989
1380,Wendell Depot,Franklin,MA,Massachusetts,,42.58675,-72.40264
1420,Fitchburg,Worcester,MA,Massachusetts,,42.58559,-71.81693
1430,Ashburnham,Worcester,MA,Massachusetts,,42.66069,-71.9232
1431,Ashby,Middlesex,MA,Massachusetts,,42.67652,-71.82322
1432,Ayer,Middlesex,MA,Massachusetts,,42.56351,-71.57059
1434,Devens,Worcester,MA,Massachusetts,,42.53149,-71.61663
1436,Baldwinville,Worcester,MA,Massachusetts,,42.60579,-72.08958
1438,East Templeton,Worcester,MA,Massachusetts,,42.56028,-72.03583
1440,Gardner,Worcester,MA,Massachusetts,,42.58797,-71.98649
1450,Groton,Middlesex,MA,Massachusetts,,42.61368,-71.56139
1451,Harvard,Worcester,MA,Massachusetts,,42.50005,-71.57754
1452,Hubbardston,Worcester,MA,Massachusetts,,42.48378,-72.00514
1453,Leominster,Worcester,MA,Massachusetts,,42.51961,-71.76583
1460,Littleton,Middlesex,MA,Massachusetts,,42.53503,-71.4891
1462,Lunenburg,Worcester,MA,Massachusetts,,42.58994,-71.72036
1463,Pepperell,Middlesex,MA,Massachusetts,,42.67126,-71.60429
1464,Shirley,Middlesex,MA,Massachusetts,,42.57411,-71.6475
1468,Templeton,Worcester,MA,Massachusetts,,42.55324,-72.06879
1469,Townsend,Middlesex,MA,Massachusetts,,42.66514,-71.69161
1473,Westminster,Worcester,MA,Massachusetts,,42.55122,-71.90266
1474,West Townsend,Middlesex,MA,Massachusetts,,42.67088,-71.7508
1475,Winchendon,Worcester,MA,Massachusetts,,42.66675,-72.04902
1501,Auburn,Worcester,MA,Massachusetts,,42.19689,-71.84549
1503,Berlin,Worcester,MA,Massachusetts,,42.38378,-71.63552
1504,Blackstone,Worcester,MA,Massachusetts,,42.0399,-71.53125
1505,Boylston,Worcester,MA,Massachusetts,,42.35633,-71.72123
1506,Brookfield,Worcester,MA,Massachusetts,,42.19364,-72.10441
1507,Charlton,Worcester,MA,Massachusetts,,42.13509,-71.96803
1510,Clinton,Worcester,MA,Massachusetts,,42.4119,-71.68883
1515,East Brookfield,Worcester,MA,Massachusetts,,42.20328,-72.04669
1516,Douglas,Worcester,MA,Massachusetts,,42.0528,-71.75106
1518,Fiskdale,Worcester,MA,Massachusetts,,42.11342,-72.11632
1519,Grafton,Worcester,MA,Massachusetts,,42.20077,-71.67892
1520,Holden,Worcester,MA,Massachusetts,,42.33685,-71.85181
1521,Holland,Hampden,MA,Massachusetts,,42.06012,-72.16592
1522,Jefferson,Worcester,MA,Massachusetts,,42.38142,-71.87111
1523,Lancaster,Worcester,MA,Massachusetts,,42.48176,-71.68079
1524,Leicester,Worcester,MA,Massachusetts,,42.24919,-71.91989
1525,Linwood,Worcester,MA,Massachusetts,,42.09899,-71.64296
1527,Millbury,Worcester,MA,Massachusetts,,42.19228,-71.77397
1529,Millville,Worcester,MA,Massachusetts,,42.03906,-71.57767
1531,New Braintree,Worcester,MA,Massachusetts,,42.31929,-72.12794
1532,Northborough,Worcester,MA,Massachusetts,,42.32314,-71.64621
1534,Northbridge,Worcester,MA,Massachusetts,,42.13991,-71.64433
1535,North Brookfield,Worcester,MA,Massachusetts,,42.2695,-72.07794
1536,North Grafton,Worcester,MA,Massachusetts,,42.23189,-71.69219
1537,North Oxford,Worcester,MA,Massachusetts,,42.16177,-71.89217
1540,Oxford,Worcester,MA,Massachusetts,,42.11649,-71.85819
1541,Princeton,Worcester,MA,Massachusetts,,42.45649,-71.88128
1542,Rochdale,Worcester,MA,Massachusetts,,42.20241,-71.90995
1543,Rutland,Worcester,MA,Massachusetts,,42.38482,-71.96726
1545,Shrewsbury,Worcester,MA,Massachusetts,,42.28419,-71.71558
1550,Southbridge,Worcester,MA,Massachusetts,,42.06039,-72.03377
1560,South Grafton,Worcester,MA,Massachusetts,,42.17496,-71.67762
1561,South Lancaster,Worcester,MA,Massachusetts,,42.44581,-71.68845
1562,Spencer,Worcester,MA,Massachusetts,,42.24715,-71.99189
1564,Sterling,Worcester,MA,Massachusetts,,42.44124,-71.77297
1566,Sturbridge,Worcester,MA,Massachusetts,,42.1047,-72.07745
1568,Upton,Worcester,MA,Massachusetts,,42.17694,-71.60516
1569,Uxbridge,Worcester,MA,Massachusetts,,42.05895,-71.63741
1570,Webster,Worcester,MA,Massachusetts,,42.05206,-71.8485
1571,Dudley,Worcester,MA,Massachusetts,,42.05501,-71.93519
1581,Westborough,Worcester,MA,Massachusetts,,42.26815,-71.61402
1583,West Boylston,Worcester,MA,Massachusetts,,42.37034,-71.78502
1585,West Brookfield,Worcester,MA,Massachusetts,,42.23762,-72.16311
1588,Whitinsville,Worcester,MA,Massachusetts,,42.11837,-71.66836
1590,Sutton,Worcester,MA,Massachusetts,,42.13387,-71.75179
1602,Worcester,Worcester,MA,Massachusetts,,42.27219,-71.84946
1603,Worcester,Worcester,MA,Massachusetts,,42.24373,-71.84429
1604,Worcester,Worcester,MA,Massachusetts,,42.25085,-71.7683
1605,Worcester,Worcester,MA,Massachusetts,,42.28979,-71.78802
1606,Worcester,Worcester,MA,Massachusetts,,42.31367,-71.79614
1607,Worcester,Worcester,MA,Massachusetts,,42.22684,-71.79037
1608,Worcester,Worcester,MA,Massachusetts,,42.2621,-71.80145
1609,Worcester,Worcester,MA,Massachusetts,,42.28592,-71.82853
1610,Worcester,Worcester,MA,Massachusetts,,42.24645,-71.80968
1611,Cherry Valley,Worcester,MA,Massachusetts,,42.23945,-71.87702
1612,Paxton,Worcester,MA,Massachusetts,,42.31037,-71.93095
1701,Framingham,Middlesex,MA,Massachusetts,,42.32195,-71.43796
1702,Framingham,Middlesex,MA,Massachusetts,,42.28242,-71.43428
1718,Acton,Middlesex,MA,Massachusetts,,42.52165,-71.42983
1719,Boxborough,Middlesex,MA,Massachusetts,,42.48837,-71.51779
1720,Acton,Middlesex,MA,Massachusetts,,42.48397,-71.43809
1721,Ashland,Middlesex,MA,Massachusetts,,42.25726,-71.46867
1730,Bedford,Middlesex,MA,Massachusetts,,42.4995,-71.27799
1731,Hanscom Afb,Middlesex,MA,Massachusetts,,42.46422,-71.28202
1740,Bolton,Worcester,MA,Massachusetts,,42.43616,-71.60728
1741,Carlisle,Middlesex,MA,Massachusetts,,42.53001,-71.35128
1742,Concord,Middlesex,MA,Massachusetts,,42.46221,-71.36504
1745,Fayville,Worcester,MA,Massachusetts,,42.29155,-71.50101
1746,Holliston,Middlesex,MA,Massachusetts,,42.19775,-71.44499
1747,Hopedale,Worcester,MA,Massachusetts,,42.12477,-71.535
1748,Hopkinton,Middlesex,MA,Massachusetts,,42.2255,-71.53781
1749,Hudson,Middlesex,MA,Massachusetts,,42.38868,-71.54648
1752,Marlborough,Middlesex,MA,Massachusetts,,42.3494,-71.54681
1754,Maynard,Middlesex,MA,Massachusetts,,42.4264,-71.45607
1756,Mendon,Worcester,MA,Massachusetts,,42.09301,-71.55146
1757,Milford,Worcester,MA,Massachusetts,,42.15723,-71.51978
1760,Natick,Middlesex,MA,Massachusetts,,42.28436,-71.34966
1770,Sherborn,Middlesex,MA,Massachusetts,,42.23416,-71.37532
1772,Southborough,Worcester,MA,Massachusetts,,42.30144,-71.5304
1773,Lincoln,Middlesex,MA,Massachusetts,,42.42572,-71.31013
1775,Stow,Middlesex,MA,Massachusetts,,42.42983,-71.51146
1776,Sudbury,Middlesex,MA,Massachusetts,,42.38456,-71.42316
1778,Wayland,Middlesex,MA,Massachusetts,,42.3583,-71.35895
1801,Woburn,Middlesex,MA,Massachusetts,,42.48694,-71.15415
1803,Burlington,Middlesex,MA,Massachusetts,,42.5028,-71.20147
1810,Andover,Essex,MA,Massachusetts,,42.64669,-71.16517
1821,Billerica,Middlesex,MA,Massachusetts,,42.54999,-71.25206
1824,Chelmsford,Middlesex,MA,Massachusetts,,42.59156,-71.35553
1826,Dracut,Middlesex,MA,Massachusetts,,42.68323,-71.30063
1827,Dunstable,Middlesex,MA,Massachusetts,,42.67643,-71.50052
1830,Haverhill,Essex,MA,Massachusetts,,42.7959,-71.05323
